"SVF","14","0",.0042633,.0018474,.0066792
"SVF","14","1",.0027816,.0009609,.0046023
"SVF","14","2",.8949139,.8805052,.9093225
"SVF","14","3",.0980412,.0838366,.1122459
"SVF","15","0",.0061421,.0029245,.0093597
"SVF","15","1",.0028212,.0011079,.0045345
"SVF","15","2",.856619,.8412359,.8720021
"SVF","15","3",.1344177,.1190968,.1497387
"SVF","16","0",.0010276,-.0015832,.0036384
"SVF","16","1",.0013919,-.000799,.0035828
"SVF","16","2",.8277466,.7417877,.9137055
"SVF","16","3",.1698339,.0854091,.2542587
"Gen 2","14","0",.0296284,.0157671,.0434897
"Gen 2","14","1",.0616755,.0418559,.0814951
"Gen 2","14","2",.3137926,.2741,.3534851
"Gen 2","14","3",.5949035,.5464301,.6433771
"Gen 2","15","0",.0136815,.0037867,.0235763
"Gen 2","15","1",.0561778,.0384793,.0738763
"Gen 2","15","2",.234767,.1332986,.3362354
"Gen 2","15","3",.6953737,.5870385,.803709
"Gen 2","16","0",.0008725,-.0010451,.0027901
"Gen 2","16","1",.04108,.0260661,.056094
"Gen 2","16","2",.1439803,.1069229,.1810378
"Gen 2","16","3",.8140671,.7800977,.8480365
"Gen 1","14","0",.109427,.0684836,.1503705
"Gen 1","14","1",.0958265,.0603434,.1313097
"Gen 1","14","2",.3923405,.3296673,.4550137
"Gen 1","14","3",.4024059,.3357183,.4690936
"Gen 1","15","0",.0637032,.0173121,.1100942
"Gen 1","15","1",.138874,.0997432,.1780048
"Gen 1","15","2",.1963671,.1391745,.2535597
"Gen 1","15","3",.6010557,.4971415,.7049699
"Gen 1","16","0",.0207099,.0032204,.0381993
"Gen 1","16","1",.0657554,.0304485,.1010623
"Gen 1","16","2",.1309555,.0954275,.1664834
"Gen 1","16","3",.7825792,.73457,.8305885
