"Flickor","SVF",.5242587,.4382259,.6102915
"Flickor","Gen 2",.4533695,.3643497,.5423893
"Flickor","Gen 1",.5121976,.2596101,.764785
"Pojkar","SVF",.5416377,.4650291,.6182463
"Pojkar","Gen 2",.4872534,.3876286,.5868782
"Pojkar","Gen 1",.4730192,.1465703,.7994682
