"14","Gen 1",2.979204,2.850598,3.107811
"14","Gen 2",2.947532,2.845895,3.049169
"14","SVF",1.931226,1.86154,2.000912
"14","Gen 1",2.955734,2.841721,3.069747
"14","Gen 2",3.163093,3.068683,3.257503
"14","SVF",2.324186,2.251674,2.396698
"14","Gen 1",2.12358,1.9707,2.27646
"14","Gen 2",2.293691,2.188479,2.398902
"14","SVF",2.7392,2.670915,2.807484
"14","Gen 1",2.772025,2.581262,2.962788
"14","Gen 2",2.55718,2.463889,2.650471
"14","SVF",2.488967,2.43926,2.538675
