Sv,1,.015842604,.0094873849,.022197824
Sv,2,.07895723,.068955213,.088959239
Sv,3,.90520018,.89264882,.91775149
ÖE,1,.014252077,.00059928815,.027904864
ÖE,2,.090029277,.056327648,.12373091
ÖE,3,.89571863,.85981047,.93162686
ME,1,.028162848,.0098439958,.046481702
ME,2,.11397044,.079580396,.14836049
ME,3,.8578667,.82162505,.89410836
AF,1,.057541765,.00018694838,.11489658
AF,2,.12659408,.037313662,.21587449
AF,3,.81586415,.69077414,.94095415
AS,1,.013041158,-.035374589,.061456904
AS,2,.15083517,.059355695,.24231467
AS,3,.83612365,.74678594,.92546141
