SVF,14,0,.022624083,.016427826,.028820341
SVF,14,1,.0086382907,.0056788987,.011597683
SVF,14,2,.91936141,.90731436,.93140846
SVF,14,3,.049376197,.03983973,.058912668
SVF,15,0,.028260617,.021813726,.034707509
SVF,15,1,.012044434,.0080012139,.016087653
SVF,15,2,.88907409,.87305075,.90509742
SVF,15,3,.070620872,.058408279,.082833476
SVF,16,0,.014839116,.0098490389,.019829195
SVF,16,1,.0063278186,.0033057472,.0093498901
SVF,16,2,.89294654,.85328686,.93260622
SVF,16,3,.085886538,.045101244,.12667182
Gen 2,14,0,.13415818,.10611669,.16219968
Gen 2,14,1,.20603688,.1754548,.23661897
Gen 2,14,2,.32664448,.28706518,.36622378
Gen 2,14,3,.33316046,.28843835,.37788257
Gen 2,15,0,.0708571,.037352625,.10436158
Gen 2,15,1,.21694808,.1828668,.25102934
Gen 2,15,2,.2970947,.22052805,.37366134
Gen 2,15,3,.41510013,.32916486,.50103539
Gen 2,16,0,.053002533,.029055294,.076949768
Gen 2,16,1,.19048323,.15234722,.22861923
Gen 2,16,2,.23639551,.18794286,.28484815
Gen 2,16,3,.52011871,.47662872,.56360877
Gen 1,14,0,.35369766,.28463107,.42276424
Gen 1,14,1,.2085896,.15340722,.26377198
Gen 1,14,2,.20356262,.15775321,.24937204
Gen 1,14,3,.23415011,.17914625,.28915399
Gen 1,15,0,.17211899,.10106609,.24317189
Gen 1,15,1,.3751716,.25898984,.49135336
Gen 1,15,2,.16734315,.12087431,.21381201
Gen 1,15,3,.28536627,.2378224,.33291012
Gen 1,16,0,.099381171,.040980242,.15778209
Gen 1,16,1,.36563137,.2232265,.50803626
Gen 1,16,2,.14784014,.10738494,.18829535
Gen 1,16,3,.38714731,.2856662,.48862842
