SVF,0,.025907837,.015627708,.036187965
SVF,1,.065975979,.055302702,.076649256
SVF,2,.22255838,.20123798,.24387878
SVF,3,.39106375,.36866453,.41346297
SVF,4,.29449406,.27469754,.31429058
Gen 2,0,.020878283,.0091302264,.032626338
Gen 2,1,.029170128,.017026396,.041313861
Gen 2,2,.14478631,.11151284,.1780598
Gen 2,3,.33292946,.29377067,.37208822
Gen 2,4,.47223583,.42344448,.52102715
Gen 1,0,.0072310101,-.00051327457,.014975294
Gen 1,1,.034323964,.015218484,.053429447
Gen 1,2,.18074007,.13201034,.22946979
Gen 1,3,.35378072,.28422695,.42333445
Gen 1,4,.42392424,.36675391,.4810946
