Sv,1,.013958763,.007561604,.020355923
Sv,2,.098148175,.08525984,.1110365
Sv,3,.88789308,.87434953,.90143663
ÖE,1,.0076758252,-.00036155724,.015713207
ÖE,2,.11601716,.066273578,.16576073
ÖE,3,.87630701,.82676744,.92584658
ME,1,.031750347,-.0023893607,.065890059
ME,2,.11275034,.076659665,.14884101
ME,3,.85549933,.81963998,.89135861
AF,1,.028091425,-.046960872,.10314372
AF,2,.13665245,.050207432,.22309747
AF,3,.8352561,.72744149,.94307071
AS,1,.0046901484,-.0020163141,.011396611
AS,2,.15140192,.05077666,.25202718
AS,3,.84390795,.74327415,.94454169
