Gen 1,0,.037581827,.016406585,.05875707
Gen 1,1,.15111655,.099948019,.20228508
Gen 1,2,.34483954,.27119684,.41848227
Gen 1,3,.2589128,.1876661,.33015949
Gen 1,4,.20754926,.14933686,.26576167
Gen 2,0,.042289656,.023898009,.060681302
Gen 2,1,.19107911,.1505225,.23163572
Gen 2,2,.31722745,.27932006,.35513484
Gen 2,3,.26370594,.21533173,.31208017
Gen 2,4,.18569782,.14969499,.22170065
SVF,0,.064606346,.050065365,.079147324
SVF,1,.37714583,.34555811,.40873355
SVF,2,.34935135,.33029401,.36840868
SVF,3,.14144379,.12202489,.16086268
SVF,4,.067452691,.053615648,.081289731
