Sv,1,.032163579,.023500862,.040826291
Sv,2,.058640476,.047223132,.070057817
Sv,3,.90919596,.89430159,.92409033
ÖE,1,.042204846,.012866581,.071543105
ÖE,2,.08456111,.044847265,.12427496
ÖE,3,.87323403,.82777154,.91869652
ME,1,.068774849,.043774195,.093775496
ME,2,.097813211,.052288849,.14333758
ME,3,.83341193,.79449815,.87232572
AF,1,.1074881,.010298358,.20467784
AF,2,.13995928,.052179668,.22773889
AF,3,.75255263,.64386654,.86123872
AS,1,.032414261,.0080685336,.056759991
AS,2,.097632661,.021675412,.1735899
AS,3,.8699531,.78967398,.95023215
